X1,id,species,date,total_mgdmper_ind_per_species_per_date,prey_taxon,X,loc,sample,method,length_mm,total,notes,number,prey_mg_dm,mg_diet_dm,mgdm01,date2,prey_mg_inverse
551,1031,spotfin,2017-06-28,5.68,seed_unknown,31,above,lavage,lavage,88,8,NA,8,0.71,5.68,5.6899999999999995,2017-06-28,1.4084507042253522
552,1031,spotfin,2017-06-28,5.68,chiro_l,31,above,lavage,lavage,88,8,NA,0,1.04,0,0.01,2017-06-28,0.9615384615384615
553,1031,spotfin,2017-06-28,5.68,coleo_a,31,above,lavage,lavage,88,8,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
554,1031,spotfin,2017-06-28,5.68,corixidae_unknown,31,above,lavage,lavage,88,8,NA,0,0.01,0,0.01,2017-06-28,100
555,1031,spotfin,2017-06-28,5.68,unidentified_unknown,31,above,lavage,lavage,88,8,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
556,1031,spotfin,2017-06-28,5.68,copepod_unknown,31,above,lavage,lavage,88,8,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
557,1031,spotfin,2017-06-28,5.68,collembola_unknown,31,above,lavage,lavage,88,8,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
558,1031,spotfin,2017-06-28,5.68,hemiptera_unknown,31,above,lavage,lavage,88,8,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
559,1032,largemouth,2017-06-28,0.38,coleo_l,32,above,lavage,lavage,57,38,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
560,1032,largemouth,2017-06-28,0.38,chiro_p,32,above,lavage,lavage,57,38,NA,0,0.85,0,0.01,2017-06-28,1.1764705882352942
561,1032,largemouth,2017-06-28,0.38,chiro_a,32,above,lavage,lavage,57,38,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
562,1032,largemouth,2017-06-28,0.38,fish_yoy,32,above,lavage,lavage,57,38,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
563,1032,largemouth,2017-06-28,0.38,ostracod_unknown,32,above,lavage,lavage,57,38,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
564,1032,largemouth,2017-06-28,0.38,hemiptera_unknown,32,above,lavage,lavage,57,38,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
565,1032,largemouth,2017-06-28,0.38,zooplankton_unknown,32,above,lavage,lavage,57,38,NA,0,0.001,0,0.01,2017-06-28,1000
566,1032,largemouth,2017-06-28,0.38,sciaridae_unknown,32,above,lavage,lavage,57,38,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
567,1032,largemouth,2017-06-28,0.38,hymenoptera_unknown,32,above,lavage,lavage,57,38,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
568,1032,largemouth,2017-06-28,0.38,unidentified_unknown,32,above,lavage,lavage,57,38,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
569,1032,largemouth,2017-06-28,0.38,ephemeroptera_unknown,32,above,lavage,lavage,57,38,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
570,1032,largemouth,2017-06-28,0.38,seed_unknown,32,above,lavage,lavage,57,38,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
571,1032,largemouth,2017-06-28,0.38,spider_unknown,32,above,lavage,lavage,57,38,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
572,1032,largemouth,2017-06-28,0.38,coleo_a,32,above,lavage,lavage,57,38,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
573,1032,largemouth,2017-06-28,0.38,collembola_unknown,32,above,lavage,lavage,57,38,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
574,1032,largemouth,2017-06-28,0.38,corixidae_unknown,32,above,lavage,lavage,57,38,NA,38,0.01,0.38,0.39,2017-06-28,100
575,1032,largemouth,2017-06-28,0.38,copepod_unknown,32,above,lavage,lavage,57,38,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
576,1032,largemouth,2017-06-28,0.38,chiro_l,32,above,lavage,lavage,57,38,NA,0,1.04,0,0.01,2017-06-28,0.9615384615384615
577,1033,largemouth,2017-06-28,0.1,chiro_a,33,below,lavage,lavage,42,10,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
578,1033,largemouth,2017-06-28,0.1,coleo_a,33,below,lavage,lavage,42,10,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
579,1033,largemouth,2017-06-28,0.1,ostracod_unknown,33,below,lavage,lavage,42,10,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
580,1033,largemouth,2017-06-28,0.1,hemiptera_unknown,33,below,lavage,lavage,42,10,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
581,1033,largemouth,2017-06-28,0.1,copepod_unknown,33,below,lavage,lavage,42,10,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
582,1033,largemouth,2017-06-28,0.1,coleo_l,33,below,lavage,lavage,42,10,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
583,1033,largemouth,2017-06-28,0.1,unidentified_unknown,33,below,lavage,lavage,42,10,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
584,1033,largemouth,2017-06-28,0.1,chiro_p,33,below,lavage,lavage,42,10,NA,0,0.85,0,0.01,2017-06-28,1.1764705882352942
585,1033,largemouth,2017-06-28,0.1,hymenoptera_unknown,33,below,lavage,lavage,42,10,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
586,1033,largemouth,2017-06-28,0.1,sciaridae_unknown,33,below,lavage,lavage,42,10,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
587,1033,largemouth,2017-06-28,0.1,spider_unknown,33,below,lavage,lavage,42,10,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
588,1033,largemouth,2017-06-28,0.1,collembola_unknown,33,below,lavage,lavage,42,10,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
589,1033,largemouth,2017-06-28,0.1,seed_unknown,33,below,lavage,lavage,42,10,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
590,1033,largemouth,2017-06-28,0.1,fish_yoy,33,below,lavage,lavage,42,10,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
591,1033,largemouth,2017-06-28,0.1,zooplankton_unknown,33,below,lavage,lavage,42,10,NA,0,0.001,0,0.01,2017-06-28,1000
592,1033,largemouth,2017-06-28,0.1,chiro_l,33,below,lavage,lavage,42,10,NA,0,1.04,0,0.01,2017-06-28,0.9615384615384615
593,1033,largemouth,2017-06-28,0.1,corixidae_unknown,33,below,lavage,lavage,42,10,NA,10,0.01,0.1,0.11,2017-06-28,100
594,1033,largemouth,2017-06-28,0.1,ephemeroptera_unknown,33,below,lavage,lavage,42,10,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
595,1034,spotfin,2017-06-28,1.57,sciaridae_unknown,34,below,lavage,lavage,56,4,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
596,1034,spotfin,2017-06-28,1.57,unidentified_unknown,34,below,lavage,lavage,56,4,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
597,1034,spotfin,2017-06-28,1.57,chiro_a,34,below,lavage,lavage,56,4,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
598,1034,spotfin,2017-06-28,1.57,hemiptera_unknown,34,below,lavage,lavage,56,4,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
599,1034,spotfin,2017-06-28,1.57,coleo_a,34,below,lavage,lavage,56,4,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
600,1034,spotfin,2017-06-28,1.57,hymenoptera_unknown,34,below,lavage,lavage,56,4,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
601,1034,spotfin,2017-06-28,1.57,spider_unknown,34,below,lavage,lavage,56,4,NA,1,0.71,0.71,0.72,2017-06-28,1.4084507042253522
602,1034,spotfin,2017-06-28,1.57,chiro_p,34,below,lavage,lavage,56,4,NA,1,0.85,0.85,0.86,2017-06-28,1.1764705882352942
603,1034,spotfin,2017-06-28,1.57,seed_unknown,34,below,lavage,lavage,56,4,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
604,1034,spotfin,2017-06-28,1.57,copepod_unknown,34,below,lavage,lavage,56,4,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
605,1034,spotfin,2017-06-28,1.57,ostracod_unknown,34,below,lavage,lavage,56,4,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
606,1034,spotfin,2017-06-28,1.57,zooplankton_unknown,34,below,lavage,lavage,56,4,NA,0,0.001,0,0.01,2017-06-28,1000
607,1034,spotfin,2017-06-28,1.57,corixidae_unknown,34,below,lavage,lavage,56,4,NA,1,0.01,0.01,0.02,2017-06-28,100
608,1034,spotfin,2017-06-28,1.57,chiro_l,34,below,lavage,lavage,56,4,NA,0,1.04,0,0.01,2017-06-28,0.9615384615384615
609,1034,spotfin,2017-06-28,1.57,ephemeroptera_unknown,34,below,lavage,lavage,56,4,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
610,1034,spotfin,2017-06-28,1.57,coleo_l,34,below,lavage,lavage,56,4,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
611,1034,spotfin,2017-06-28,1.57,collembola_unknown,34,below,lavage,lavage,56,4,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
612,1034,spotfin,2017-06-28,1.57,fish_yoy,34,below,lavage,lavage,56,4,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
613,1035,bluegill,2017-06-28,1.7,hemiptera_unknown,35,NA,lavage,lavage,60,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
614,1035,bluegill,2017-06-28,1.7,hymenoptera_unknown,35,NA,lavage,lavage,60,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
615,1035,bluegill,2017-06-28,1.7,unidentified_unknown,35,NA,lavage,lavage,60,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
616,1035,bluegill,2017-06-28,1.7,collembola_unknown,35,NA,lavage,lavage,60,2,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
617,1035,bluegill,2017-06-28,1.7,chiro_l,35,NA,lavage,lavage,60,2,NA,0,1.04,0,0.01,2017-06-28,0.9615384615384615
618,1035,bluegill,2017-06-28,1.7,ephemeroptera_unknown,35,NA,lavage,lavage,60,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
619,1035,bluegill,2017-06-28,1.7,ostracod_unknown,35,NA,lavage,lavage,60,2,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
620,1035,bluegill,2017-06-28,1.7,chiro_a,35,NA,lavage,lavage,60,2,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
621,1035,bluegill,2017-06-28,1.7,zooplankton_unknown,35,NA,lavage,lavage,60,2,NA,0,0.001,0,0.01,2017-06-28,1000
622,1035,bluegill,2017-06-28,1.7,chiro_p,35,NA,lavage,lavage,60,2,NA,2,0.85,1.7,1.71,2017-06-28,1.1764705882352942
623,1035,bluegill,2017-06-28,1.7,coleo_l,35,NA,lavage,lavage,60,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
624,1035,bluegill,2017-06-28,1.7,sciaridae_unknown,35,NA,lavage,lavage,60,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
625,1035,bluegill,2017-06-28,1.7,coleo_a,35,NA,lavage,lavage,60,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
626,1035,bluegill,2017-06-28,1.7,seed_unknown,35,NA,lavage,lavage,60,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
627,1035,bluegill,2017-06-28,1.7,spider_unknown,35,NA,lavage,lavage,60,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
628,1035,bluegill,2017-06-28,1.7,copepod_unknown,35,NA,lavage,lavage,60,2,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
629,1035,bluegill,2017-06-28,1.7,corixidae_unknown,35,NA,lavage,lavage,60,2,NA,0,0.01,0,0.01,2017-06-28,100
630,1035,bluegill,2017-06-28,1.7,fish_yoy,35,NA,lavage,lavage,60,2,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
631,1036,spotfin,2017-06-28,0,collembola_unknown,36,below,lavage,lavage,49,0,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
632,1036,spotfin,2017-06-28,0,coleo_l,36,below,lavage,lavage,49,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
633,1036,spotfin,2017-06-28,0,chiro_p,36,below,lavage,lavage,49,0,NA,0,0.85,0,0.01,2017-06-28,1.1764705882352942
634,1036,spotfin,2017-06-28,0,corixidae_unknown,36,below,lavage,lavage,49,0,NA,0,0.01,0,0.01,2017-06-28,100
635,1036,spotfin,2017-06-28,0,hemiptera_unknown,36,below,lavage,lavage,49,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
636,1036,spotfin,2017-06-28,0,seed_unknown,36,below,lavage,lavage,49,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
637,1036,spotfin,2017-06-28,0,sciaridae_unknown,36,below,lavage,lavage,49,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
638,1036,spotfin,2017-06-28,0,coleo_a,36,below,lavage,lavage,49,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
639,1036,spotfin,2017-06-28,0,chiro_a,36,below,lavage,lavage,49,0,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
640,1036,spotfin,2017-06-28,0,fish_yoy,36,below,lavage,lavage,49,0,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
641,1036,spotfin,2017-06-28,0,ostracod_unknown,36,below,lavage,lavage,49,0,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
642,1036,spotfin,2017-06-28,0,hymenoptera_unknown,36,below,lavage,lavage,49,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
643,1036,spotfin,2017-06-28,0,chiro_l,36,below,lavage,lavage,49,0,NA,0,1.04,0,0.01,2017-06-28,0.9615384615384615
644,1036,spotfin,2017-06-28,0,copepod_unknown,36,below,lavage,lavage,49,0,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
645,1036,spotfin,2017-06-28,0,ephemeroptera_unknown,36,below,lavage,lavage,49,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
646,1036,spotfin,2017-06-28,0,zooplankton_unknown,36,below,lavage,lavage,49,0,NA,0,0.001,0,0.01,2017-06-28,1000
647,1036,spotfin,2017-06-28,0,spider_unknown,36,below,lavage,lavage,49,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
648,1036,spotfin,2017-06-28,0,unidentified_unknown,36,below,lavage,lavage,49,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
649,1037,rivershiner,2017-06-28,0.07,coleo_a,37,below,lavage,lavage,50,7,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
650,1037,rivershiner,2017-06-28,0.07,corixidae_unknown,37,below,lavage,lavage,50,7,NA,7,0.01,0.07,0.08,2017-06-28,100
651,1037,rivershiner,2017-06-28,0.07,sciaridae_unknown,37,below,lavage,lavage,50,7,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
652,1037,rivershiner,2017-06-28,0.07,copepod_unknown,37,below,lavage,lavage,50,7,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
653,1037,rivershiner,2017-06-28,0.07,chiro_a,37,below,lavage,lavage,50,7,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
654,1037,rivershiner,2017-06-28,0.07,chiro_p,37,below,lavage,lavage,50,7,NA,0,0.85,0,0.01,2017-06-28,1.1764705882352942
655,1037,rivershiner,2017-06-28,0.07,ostracod_unknown,37,below,lavage,lavage,50,7,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
656,1037,rivershiner,2017-06-28,0.07,hymenoptera_unknown,37,below,lavage,lavage,50,7,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
657,1037,rivershiner,2017-06-28,0.07,unidentified_unknown,37,below,lavage,lavage,50,7,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
658,1037,rivershiner,2017-06-28,0.07,chiro_l,37,below,lavage,lavage,50,7,NA,0,1.04,0,0.01,2017-06-28,0.9615384615384615
659,1037,rivershiner,2017-06-28,0.07,coleo_l,37,below,lavage,lavage,50,7,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
660,1037,rivershiner,2017-06-28,0.07,hemiptera_unknown,37,below,lavage,lavage,50,7,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
661,1037,rivershiner,2017-06-28,0.07,fish_yoy,37,below,lavage,lavage,50,7,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
662,1037,rivershiner,2017-06-28,0.07,spider_unknown,37,below,lavage,lavage,50,7,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
663,1037,rivershiner,2017-06-28,0.07,collembola_unknown,37,below,lavage,lavage,50,7,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
664,1037,rivershiner,2017-06-28,0.07,seed_unknown,37,below,lavage,lavage,50,7,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
665,1037,rivershiner,2017-06-28,0.07,zooplankton_unknown,37,below,lavage,lavage,50,7,NA,0,0.001,0,0.01,2017-06-28,1000
666,1037,rivershiner,2017-06-28,0.07,ephemeroptera_unknown,37,below,lavage,lavage,50,7,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
667,1038,spotfin,2017-06-28,0.01,chiro_p,38,below,lavage,lavage,63,1,NA,0,0.85,0,0.01,2017-06-28,1.1764705882352942
668,1038,spotfin,2017-06-28,0.01,coleo_a,38,below,lavage,lavage,63,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
669,1038,spotfin,2017-06-28,0.01,zooplankton_unknown,38,below,lavage,lavage,63,1,NA,0,0.001,0,0.01,2017-06-28,1000
670,1038,spotfin,2017-06-28,0.01,copepod_unknown,38,below,lavage,lavage,63,1,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
671,1038,spotfin,2017-06-28,0.01,fish_yoy,38,below,lavage,lavage,63,1,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
672,1038,spotfin,2017-06-28,0.01,hemiptera_unknown,38,below,lavage,lavage,63,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
673,1038,spotfin,2017-06-28,0.01,chiro_l,38,below,lavage,lavage,63,1,NA,0,1.04,0,0.01,2017-06-28,0.9615384615384615
674,1038,spotfin,2017-06-28,0.01,hymenoptera_unknown,38,below,lavage,lavage,63,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
675,1038,spotfin,2017-06-28,0.01,sciaridae_unknown,38,below,lavage,lavage,63,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
676,1038,spotfin,2017-06-28,0.01,corixidae_unknown,38,below,lavage,lavage,63,1,NA,1,0.01,0.01,0.02,2017-06-28,100
677,1038,spotfin,2017-06-28,0.01,chiro_a,38,below,lavage,lavage,63,1,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
678,1038,spotfin,2017-06-28,0.01,coleo_l,38,below,lavage,lavage,63,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
679,1038,spotfin,2017-06-28,0.01,ephemeroptera_unknown,38,below,lavage,lavage,63,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
680,1038,spotfin,2017-06-28,0.01,spider_unknown,38,below,lavage,lavage,63,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
681,1038,spotfin,2017-06-28,0.01,unidentified_unknown,38,below,lavage,lavage,63,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
682,1038,spotfin,2017-06-28,0.01,ostracod_unknown,38,below,lavage,lavage,63,1,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
683,1038,spotfin,2017-06-28,0.01,seed_unknown,38,below,lavage,lavage,63,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
684,1038,spotfin,2017-06-28,0.01,collembola_unknown,38,below,lavage,lavage,63,1,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
685,1039,rivershiner,2017-06-28,0,chiro_p,39,below,lavage,lavage,48,0,NA,0,0.85,0,0.01,2017-06-28,1.1764705882352942
686,1039,rivershiner,2017-06-28,0,coleo_a,39,below,lavage,lavage,48,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
687,1039,rivershiner,2017-06-28,0,chiro_a,39,below,lavage,lavage,48,0,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
688,1039,rivershiner,2017-06-28,0,seed_unknown,39,below,lavage,lavage,48,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
689,1039,rivershiner,2017-06-28,0,corixidae_unknown,39,below,lavage,lavage,48,0,NA,0,0.01,0,0.01,2017-06-28,100
690,1039,rivershiner,2017-06-28,0,coleo_l,39,below,lavage,lavage,48,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
691,1039,rivershiner,2017-06-28,0,ostracod_unknown,39,below,lavage,lavage,48,0,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
692,1039,rivershiner,2017-06-28,0,sciaridae_unknown,39,below,lavage,lavage,48,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
693,1039,rivershiner,2017-06-28,0,ephemeroptera_unknown,39,below,lavage,lavage,48,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
694,1039,rivershiner,2017-06-28,0,hymenoptera_unknown,39,below,lavage,lavage,48,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
695,1039,rivershiner,2017-06-28,0,unidentified_unknown,39,below,lavage,lavage,48,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
696,1039,rivershiner,2017-06-28,0,hemiptera_unknown,39,below,lavage,lavage,48,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
697,1039,rivershiner,2017-06-28,0,collembola_unknown,39,below,lavage,lavage,48,0,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
698,1039,rivershiner,2017-06-28,0,copepod_unknown,39,below,lavage,lavage,48,0,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
699,1039,rivershiner,2017-06-28,0,spider_unknown,39,below,lavage,lavage,48,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
700,1039,rivershiner,2017-06-28,0,chiro_l,39,below,lavage,lavage,48,0,NA,0,1.04,0,0.01,2017-06-28,0.9615384615384615
701,1039,rivershiner,2017-06-28,0,zooplankton_unknown,39,below,lavage,lavage,48,0,NA,0,0.001,0,0.01,2017-06-28,1000
702,1039,rivershiner,2017-06-28,0,fish_yoy,39,below,lavage,lavage,48,0,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
703,1040,largemouth,2017-06-28,0,coleo_a,40,below,lavage,lavage,40,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
704,1040,largemouth,2017-06-28,0,zooplankton_unknown,40,below,lavage,lavage,40,0,NA,0,0.001,0,0.01,2017-06-28,1000
705,1040,largemouth,2017-06-28,0,seed_unknown,40,below,lavage,lavage,40,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
706,1040,largemouth,2017-06-28,0,collembola_unknown,40,below,lavage,lavage,40,0,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
707,1040,largemouth,2017-06-28,0,copepod_unknown,40,below,lavage,lavage,40,0,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
708,1040,largemouth,2017-06-28,0,ostracod_unknown,40,below,lavage,lavage,40,0,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
709,1040,largemouth,2017-06-28,0,sciaridae_unknown,40,below,lavage,lavage,40,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
710,1040,largemouth,2017-06-28,0,chiro_p,40,below,lavage,lavage,40,0,NA,0,0.85,0,0.01,2017-06-28,1.1764705882352942
711,1040,largemouth,2017-06-28,0,coleo_l,40,below,lavage,lavage,40,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
712,1040,largemouth,2017-06-28,0,corixidae_unknown,40,below,lavage,lavage,40,0,NA,0,0.01,0,0.01,2017-06-28,100
713,1040,largemouth,2017-06-28,0,hemiptera_unknown,40,below,lavage,lavage,40,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
714,1040,largemouth,2017-06-28,0,chiro_l,40,below,lavage,lavage,40,0,NA,0,1.04,0,0.01,2017-06-28,0.9615384615384615
715,1040,largemouth,2017-06-28,0,chiro_a,40,below,lavage,lavage,40,0,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
716,1040,largemouth,2017-06-28,0,ephemeroptera_unknown,40,below,lavage,lavage,40,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
717,1040,largemouth,2017-06-28,0,unidentified_unknown,40,below,lavage,lavage,40,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
718,1040,largemouth,2017-06-28,0,fish_yoy,40,below,lavage,lavage,40,0,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
719,1040,largemouth,2017-06-28,0,hymenoptera_unknown,40,below,lavage,lavage,40,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
720,1040,largemouth,2017-06-28,0,spider_unknown,40,below,lavage,lavage,40,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
721,1041,spotfin,2017-06-28,2.82,coleo_l,41,below,lavage,lavage,61,14,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
722,1041,spotfin,2017-06-28,2.82,coleo_a,41,below,lavage,lavage,61,14,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
723,1041,spotfin,2017-06-28,2.82,ostracod_unknown,41,below,lavage,lavage,61,14,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
724,1041,spotfin,2017-06-28,2.82,hemiptera_unknown,41,below,lavage,lavage,61,14,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
725,1041,spotfin,2017-06-28,2.82,copepod_unknown,41,below,lavage,lavage,61,14,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
726,1041,spotfin,2017-06-28,2.82,seed_unknown,41,below,lavage,lavage,61,14,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
727,1041,spotfin,2017-06-28,2.82,chiro_a,41,below,lavage,lavage,61,14,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
728,1041,spotfin,2017-06-28,2.82,chiro_p,41,below,lavage,lavage,61,14,NA,2,0.85,1.7,1.71,2017-06-28,1.1764705882352942
729,1041,spotfin,2017-06-28,2.82,hymenoptera_unknown,41,below,lavage,lavage,61,14,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
730,1041,spotfin,2017-06-28,2.82,ephemeroptera_unknown,41,below,lavage,lavage,61,14,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
731,1041,spotfin,2017-06-28,2.82,corixidae_unknown,41,below,lavage,lavage,61,14,NA,8,0.01,0.08,0.09,2017-06-28,100
732,1041,spotfin,2017-06-28,2.82,zooplankton_unknown,41,below,lavage,lavage,61,14,NA,0,0.001,0,0.01,2017-06-28,1000
733,1041,spotfin,2017-06-28,2.82,chiro_l,41,below,lavage,lavage,61,14,NA,1,1.04,1.04,1.05,2017-06-28,0.9615384615384615
734,1041,spotfin,2017-06-28,2.82,collembola_unknown,41,below,lavage,lavage,61,14,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
735,1041,spotfin,2017-06-28,2.82,spider_unknown,41,below,lavage,lavage,61,14,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
